participant_id,participant_code,session_id,question_id,question_code,condition,condition_abstract,block,global_block_order,within_block_position,cumulative_trial_order,z_log_total_word_count,z_enem_correctness,response_time_sec,front_roi_mean_variable_lag4,front_roi_mean,back_roi_mean_variable_lag4,manual_override_session,no_override_cohort
PID004,3,2025-11-11_004,2017_CH_75,3,Concrete,0.0,C1,1,1,1,0.929652535764228,-1.4157789468713895,79.61750900000001,-1.576547166907293e-07,-1.692947834475697e-07,-2.8903369447631145e-07,False,True
PID004,3,2025-11-11_004,2020_CH_59,10,Concrete,0.0,C1,1,2,2,-0.2041092841510671,0.5696170426960993,103.95808900000004,1.9202500953470186e-07,3.1622102303803015e-07,3.45146607640168e-07,False,True
PID004,3,2025-11-11_004,2017_CH_69,2,Concrete,0.0,C1,1,3,3,-0.4260686437746248,-0.7521308608059422,98.71610400000004,4.46942858994361e-08,2.062690853759513e-07,-1.8050986260742492e-08,False,True
PID004,3,2025-11-11_004,2021_LC_26,25,Concrete,0.0,C2,2,1,4,2.264859834801295,-0.5607517593851553,135.251037,-8.678905215462414e-08,-2.6525812527936773e-07,2.79588511430905e-07,False,True
PID004,3,2025-11-11_004,2021_CH_76,22,Concrete,0.0,C2,2,2,5,0.3601753510213835,-1.5422365867215426,46.32099600000004,2.278242782612883e-07,1.113054395246449e-07,-1.1764880547954206e-07,False,True
PID004,3,2025-11-11_004,2018_CH_77,4,Concrete,0.0,C2,2,3,6,-0.94294931884182,-1.310288679405072,50.81917599999997,1.6168859237492406e-07,2.3178558699802253e-08,2.1405135199668757e-07,False,True
PID004,3,2025-11-11_004,2020_CH_82,15,Concrete,0.0,C3,3,1,7,0.8398158527831238,0.4360691378486896,51.78483399999982,3.3375490595778133e-07,3.581249971694025e-07,2.3723475222693658e-07,False,True
PID004,3,2025-11-11_004,2018_LC_44,5,Concrete,0.0,C3,3,2,8,1.389688140576973,-0.6674086028177602,116.14887799999995,1.5997804242563138e-07,1.8352584681524681e-07,1.3398066650679394e-07,False,True
PID004,3,2025-11-11_004,2020_CH_84,16,Concrete,0.0,C3,3,3,9,-0.5863181049301306,-1.2526273197494673,79.43641500000012,2.5745965096186026e-07,3.67478298357864e-08,-9.836881295552897e-08,False,True
PID004,3,2025-11-11_004,2020_CH_56,9,Concrete,0.0,C4,4,1,10,-2.2518477633179645,0.7573109318980379,90.7034470000001,-1.5875183966529365e-07,-1.0679354950103076e-07,1.1867689033697657e-07,False,True
PID004,3,2025-11-11_004,2021_CH_46,18,Concrete,0.0,C4,4,2,11,-0.3125269842682109,1.4273572571066844,65.07887400000004,8.790026513883196e-08,-9.93065393589676e-08,-1.976493018941216e-08,False,True
PID004,3,2025-11-11_004,2020_CH_70,11,Concrete,0.0,C4,4,3,12,-0.169030538835905,-1.0488884828831635,94.81130399999984,2.605072641154047e-07,-8.244536361801345e-08,-4.1671980303148993e-08,False,True
PID004,3,2025-11-11_004,2017_CH_68,1,Concrete,0.0,C5,5,1,13,-0.9914934219713682,-1.3364726213150109,84.41563599999995,4.362672528352178e-07,2.493357038317499e-07,-3.9040110012562974e-08,False,True
PID004,3,2025-11-11_004,2017_CH_47,0,Concrete,0.0,C5,5,2,14,-0.4260686437746248,1.0979750828394783,50.62160500000027,1.516480808198886e-07,6.84716213608864e-08,1.7708968486555524e-08,False,True
PID004,3,2025-11-11_004,2020_CH_78,14,Concrete,0.0,C5,5,3,15,-2.3361669895037065,0.0020441611073083,63.5615829999997,2.4614516498562723e-08,9.125325486733844e-08,1.1371425409341003e-07,False,True
PID004,3,2025-11-11_004,2020_CH_76,12,Abstract,1.0,A1,6,1,16,0.1255646198243954,-0.511405592177757,93.41204100000004,6.218937725945624e-07,2.078848788673895e-07,2.090858986009474e-07,False,True
PID004,3,2025-11-11_004,2021_CH_51,19,Abstract,1.0,A1,6,2,17,-0.6706373311158704,0.6512534794066687,68.36475900000005,-1.108380228091692e-07,-6.757376588547121e-08,2.2412040616630743e-08,False,True
PID004,3,2025-11-11_004,2021_CH_86,24,Abstract,1.0,A1,6,3,18,-0.5048577147492145,1.3097621052999473,79.0160990000004,7.154170491249322e-07,5.88296264960543e-07,4.3470074625574773e-07,False,True
PID004,3,2025-11-11_004,2022_CH_71,29,Abstract,1.0,A2,7,1,19,-0.5452427221661849,0.4620415654524358,80.62830699999995,3.836197444974529e-07,5.964455940915683e-08,1.1326325844233433e-07,False,True
PID004,3,2025-11-11_004,2021_CH_57,20,Abstract,1.0,A2,7,2,20,-1.2501139118066624,-0.5984069705038608,84.88140799999974,3.184283645288642e-07,1.1349994494757573e-07,-1.266755253228093e-07,False,True
PID004,3,2025-11-11_004,2021_CH_83,23,Abstract,1.0,A2,7,3,21,1.1606719436386206,0.3913544668532575,107.4345000000003,5.065150733678527e-07,2.505609931481545e-07,-2.316549921422007e-07,False,True
PID004,3,2025-11-11_004,2019_CH_65,8,Abstract,1.0,A3,8,1,22,0.4154157465811737,-0.3021956459204002,71.86793500000022,3.194529553107397e-08,1.286604450040292e-07,2.3306621814365814e-07,False,True
PID004,3,2025-11-11_004,2022_CH_60,28,Abstract,1.0,A3,8,2,23,0.4425668985007616,0.5286921676923586,64.21088799999961,-1.2414371958980814e-07,-1.2536153661236868e-07,1.9009962690729978e-08,False,True
PID004,3,2025-11-11_004,2022_CH_51,27,Abstract,1.0,A3,8,3,24,0.4959657933609324,-0.9765675923399836,108.6911180000002,2.231538044722526e-07,2.1374754699088605e-07,-1.5942600686543949e-07,False,True
PID004,3,2025-11-11_004,2021_CH_65,21,Abstract,1.0,A4,9,1,25,-0.1344565412126754,2.301474938515612,93.51292299999976,-1.9314697758849117e-07,-8.862305512238878e-08,6.320326589303255e-08,False,True
PID004,3,2025-11-11_004,2019_CH_56,6,Abstract,1.0,A4,9,2,26,-0.0667661106566081,0.0717737519545465,73.19923800000015,3.1630176511879926e-08,1.233214473779963e-09,-1.3866326675553937e-07,False,True
PID004,3,2025-11-11_004,2020_LC_31,17,Abstract,1.0,A4,9,3,27,1.2969024283525536,0.491072224108366,92.391212,2.649722574981558e-07,-3.50297990309909e-08,-1.700534078861202e-07,False,True
PID004,3,2025-11-11_004,2019_CH_64,7,Abstract,1.0,A5,10,1,28,0.8851540163061837,1.676860146097159,92.460603,2.3738410787170325e-07,-6.860007389188346e-09,-1.7117662700265605e-07,False,True
PID004,3,2025-11-11_004,2020_CH_77,13,Abstract,1.0,A5,10,2,29,0.1561746054758361,-0.6844944649159799,103.86421000000064,4.5990805226020674e-07,2.9187570717224106e-07,3.4591485916093894e-08,False,True
PID004,3,2025-11-11_004,2022_CH_47,26,Abstract,1.0,A5,10,3,30,1.0374217805060666,0.6865312817739867,100.07419500000016,5.55089305969994e-08,-2.6354768929358933e-07,1.016185737536907e-07,False,True
